Season,Date,Time,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,HalfTimeHomeTeamGoals,HalfTimeAwayTeamGoals,HalfTimeResult,Referee,HomeTeamShots,AwayTeamShots,HomeTeamShotsOnTarget,AwayTeamShotsOnTarget,HomeTeamCorners,AwayTeamCorners,HomeTeamFouls,AwayTeamFouls,HomeTeamYellowCards,AwayTeamYellowCards,HomeTeamRedCards,AwayTeamReadCards,B365HomeTeam,B365Draw,B365AwayTeam,B365Over2.5Goals,B365Under2.5Goals,MarketMaxHomeTeam,MarketMaxDraw,MarketMaxAwayTeam,MarketAvgHomeTeam,MarketAvgDraw,MarketAvgAwayTeam,MarketMaxOver2.5Goals,MarketMaxUnder2.5Goals,MarketAvgOver2.5Goals,MarketAvgUnder2.5Goals
2018-2019,24/04/19,,Man United,Man City,0,2,A,0,0,D,A Marriner,12,8,1,5,1,1,10,10,2,2,0,0,7.5,5,1.44,,,,,,,,,,,,
2018-2019,24/04/19,,Wolves,Arsenal,3,1,H,3,0,H,S Attwell,11,11,3,1,5,5,12,9,2,3,0,0,2.9,3.5,2.55,,,,,,,,,,,,
2018-2019,26/04/19,,Liverpool,Huddersfield,5,0,H,3,0,H,K Friend,21,5,7,1,4,4,5,14,0,0,0,0,1.07,15,41,,,,,,,,,,,,
2018-2019,27/04/19,,Brighton,Newcastle,1,1,D,0,1,A,M Dean,9,9,2,1,7,4,7,10,2,3,0,0,2.3,3.2,3.6,,,,,,,,,,,,
2018-2019,27/04/19,,Crystal Palace,Everton,0,0,D,0,0,D,L Mason,8,22,0,3,5,10,9,15,2,0,0,0,2.62,3.5,2.8,,,,,,,,,,,,
2018-2019,27/04/19,,Fulham,Cardiff,1,0,H,0,0,D,C Kavanagh,8,13,2,8,10,3,10,8,0,0,0,0,2.4,3.6,3,,,,,,,,,,,,
2018-2019,27/04/19,,Southampton,Bournemouth,3,3,D,1,2,A,G Scott,22,9,7,5,9,3,8,9,2,1,0,0,1.9,3.9,4.1,,,,,,,,,,,,
2018-2019,27/04/19,,Tottenham,West Ham,0,1,A,0,0,D,A Taylor,14,16,4,7,2,7,3,8,0,2,0,0,1.4,5.5,7.5,,,,,,,,,,,,
2018-2019,27/04/19,,Watford,Wolves,1,2,A,0,1,A,S Hooper,10,11,1,4,4,5,10,11,3,2,0,0,2.62,3.3,2.9,,,,,,,,,,,,
2018-2019,28/04/19,,Burnley,Man City,0,1,A,0,0,D,P Tierney,2,25,0,7,0,6,5,7,1,1,0,0,23,9,1.14,,,,,,,,,,,,
2018-2019,28/04/19,,Leicester,Arsenal,3,0,H,0,0,D,M Oliver,24,6,12,1,8,6,13,13,3,1,0,1,2.75,3.6,2.6,,,,,,,,,,,,
2018-2019,28/04/19,,Man United,Chelsea,1,1,D,1,1,D,M Atkinson,7,16,5,3,6,6,9,14,3,2,0,0,2.7,3.5,2.7,,,,,,,,,,,,
2018-2019,03/05/19,,Everton,Burnley,2,0,H,2,0,H,C Kavanagh,20,5,6,1,8,1,8,9,0,2,0,0,1.66,4,5.75,,,,,,,,,,,,
2018-2019,04/05/19,,Bournemouth,Tottenham,1,0,H,0,0,D,C Pawson,20,11,6,5,10,6,11,12,1,5,0,2,4,4,1.9,,,,,,,,,,,,
2018-2019,04/05/19,,Cardiff,Crystal Palace,2,3,A,1,2,A,M Oliver,18,21,8,7,10,5,14,11,0,0,0,0,2.6,3.75,2.7,,,,,,,,,,,,
2018-2019,04/05/19,,Newcastle,Liverpool,2,3,A,1,2,A,A Marriner,14,11,7,4,2,3,10,4,1,1,0,0,9.5,5.25,1.36,,,,,,,,,,,,
2018-2019,04/05/19,,West Ham,Southampton,3,0,H,1,0,H,S Attwell,17,11,6,1,2,7,2,11,1,1,0,0,2.3,3.75,3.1,,,,,,,,,,,,
2018-2019,04/05/19,,Wolves,Fulham,1,0,H,0,0,D,J Moss,19,6,6,2,7,1,10,15,1,3,0,0,1.53,4.2,7.5,,,,,,,,,,,,
2018-2019,05/05/19,,Arsenal,Brighton,1,1,D,1,0,H,A Taylor,20,11,8,5,16,3,9,14,5,2,0,0,1.4,5,9,,,,,,,,,,,,
2018-2019,05/05/19,,Chelsea,Watford,3,0,H,0,0,D,P Tierney,19,15,9,3,6,6,6,12,0,1,0,0,1.4,5.25,8,,,,,,,,,,,,
2018-2019,05/05/19,,Huddersfield,Man United,1,1,D,0,1,A,L Mason,7,23,3,7,3,7,10,10,1,1,0,0,11,6,1.3,,,,,,,,,,,,
2018-2019,06/05/19,,Man City,Leicester,1,0,H,0,0,D,M Dean,19,7,5,2,11,0,12,5,3,2,0,0,1.12,8.5,17,,,,,,,,,,,,
2018-2019,12/05/19,,Brighton,Man City,1,4,A,1,2,A,M Oliver,6,20,2,9,2,6,12,8,0,0,0,0,19,8.5,1.16,,,,,,,,,,,,
2018-2019,12/05/19,,Burnley,Arsenal,1,3,A,0,0,D,M Dean,14,17,5,6,4,5,11,3,5,1,0,0,3.25,3.8,2.2,,,,,,,,,,,,
2018-2019,12/05/19,,Crystal Palace,Bournemouth,5,3,H,3,1,H,R East,17,16,8,8,4,4,11,8,3,0,0,0,1.9,4.2,3.8,,,,,,,,,,,,
2018-2019,12/05/19,,Fulham,Newcastle,0,4,A,0,2,A,K Friend,16,13,2,6,5,5,6,8,1,0,0,0,2.5,3.6,2.9,,,,,,,,,,,,
2018-2019,12/05/19,,Leicester,Chelsea,0,0,D,0,0,D,A Taylor,9,14,3,4,4,5,9,8,0,1,0,0,2.4,3.75,2.9,,,,,,,,,,,,
2018-2019,12/05/19,,Liverpool,Wolves,2,0,H,1,0,H,M Atkinson,13,7,5,2,4,1,3,11,0,2,0,0,1.3,6,11,,,,,,,,,,,,
2018-2019,12/05/19,,Man United,Cardiff,0,2,A,0,1,A,J Moss,26,13,10,4,11,2,9,6,3,3,0,0,1.28,6.5,11,,,,,,,,,,,,
2018-2019,12/05/19,,Southampton,Huddersfield,1,1,D,1,0,H,L Probert,10,10,3,3,4,3,8,6,0,1,0,0,1.44,4.75,8.5,,,,,,,,,,,,
2018-2019,12/05/19,,Tottenham,Everton,2,2,D,1,0,H,A Marriner,11,17,3,9,7,4,10,13,0,2,0,0,2.2,3.5,3.5,,,,,,,,,,,,
2018-2019,12/05/19,,Watford,West Ham,1,4,A,0,2,A,C Kavanagh,17,16,8,9,7,2,10,10,1,0,1,0,2.25,3.75,3.2,,,,,,,,,,,,
2019-2020,09/08/19,20:00:00,Liverpool,Norwich,4,1,H,4,0,H,M Oliver,15,12,7,5,11,2,9,9,0,2,0,0,1.14,10,19,1.4,3,1.16,10,23,1.14,8.75,19.83,1.45,3.11,1.41,2.92
2019-2020,10/08/19,12:30:00,West Ham,Man City,0,5,A,0,1,A,M Dean,5,14,3,9,1,1,6,13,2,2,0,0,12,6.5,1.22,1.44,2.75,13,6.75,1.29,11.84,6.28,1.25,1.51,2.77,1.48,2.65
2019-2020,10/08/19,15:00:00,Bournemouth,Sheffield United,1,1,D,0,0,D,K Friend,13,8,3,3,3,4,10,19,2,1,0,0,1.95,3.6,3.6,1.9,1.9,2.06,3.65,4,2.01,3.53,3.83,2,1.99,1.9,1.93
2019-2020,10/08/19,15:00:00,Burnley,Southampton,3,0,H,0,0,D,G Scott,10,11,4,3,2,7,6,12,0,0,0,0,2.62,3.2,2.75,2.1,1.72,2.8,3.33,2.85,2.68,3.22,2.78,2.2,1.78,2.12,1.73
2019-2020,10/08/19,15:00:00,Crystal Palace,Everton,0,0,D,0,0,D,J Moss,6,10,2,3,6,2,16,14,2,1,0,1,3,3.25,2.37,2.2,1.66,3.21,3.4,2.52,3.13,3.27,2.4,2.25,1.74,2.18,1.7
2019-2020,10/08/19,15:00:00,Watford,Brighton,0,3,A,0,1,A,C Pawson,11,5,3,3,5,2,15,11,0,1,0,0,1.9,3.4,4,2.1,1.72,2,3.5,4.6,1.94,3.41,4.26,2.24,1.76,2.16,1.71
2019-2020,10/08/19,17:30:00,Tottenham,Aston Villa,3,1,H,0,1,A,C Kavanagh,31,7,7,4,14,0,13,9,1,0,0,0,1.3,5.25,10,1.66,2.2,1.33,5.95,12,1.3,5.53,10.51,1.7,2.4,1.65,2.26
2019-2020,11/08/19,14:00:00,Leicester,Wolves,0,0,D,0,0,D,A Marriner,15,8,1,2,12,3,3,13,0,2,0,0,2.2,3.2,3.4,2.2,1.66,2.29,3.38,3.66,2.22,3.28,3.48,2.25,1.74,2.17,1.7
2019-2020,11/08/19,14:00:00,Newcastle,Arsenal,0,1,A,0,0,D,M Atkinson,9,8,2,2,5,3,12,7,1,3,0,0,4.5,3.75,1.72,1.8,2,4.7,4,1.83,4.49,3.82,1.79,1.83,2.14,1.77,2.07
2019-2020,11/08/19,16:30:00,Man United,Chelsea,4,0,H,1,0,H,A Taylor,11,18,5,7,3,5,15,13,3,4,0,0,2.1,3.3,3.5,2,1.8,2.28,3.43,3.63,2.19,3.32,3.49,2.1,1.87,2.01,1.83
2019-2020,17/08/19,12:30:00,Arsenal,Burnley,2,1,H,1,1,D,M Dean,16,18,9,5,10,7,13,11,2,1,0,0,1.3,5.5,10,1.57,2.37,1.36,5.75,11,1.33,5.49,9.48,1.65,2.47,1.6,2.34
2019-2020,17/08/19,15:00:00,Aston Villa,Bournemouth,1,2,A,0,2,A,M Atkinson,22,12,7,4,10,5,10,13,0,2,0,0,2.3,3.4,3.1,1.8,2,2.42,3.64,3.2,2.33,3.49,3.08,1.86,2.11,1.81,2.03
2019-2020,17/08/19,15:00:00,Brighton,West Ham,1,1,D,0,0,D,A Taylor,16,8,4,3,8,6,11,10,0,2,0,0,2.55,3.25,2.87,1.9,1.9,2.65,3.42,3,2.52,3.33,2.9,2,1.94,1.95,1.87
2019-2020,17/08/19,15:00:00,Everton,Watford,1,0,H,1,0,H,L Mason,12,8,2,2,4,7,11,11,2,3,0,0,1.72,3.8,4.75,1.72,2.1,1.8,4.05,5.2,1.73,3.9,4.86,1.86,2.2,1.79,2.05
2019-2020,17/08/19,15:00:00,Norwich,Newcastle,3,1,H,1,0,H,S Attwell,15,10,8,3,7,5,9,11,1,3,0,0,2.25,3.3,3.3,1.9,1.9,2.3,3.5,3.5,2.23,3.38,3.38,2.05,1.93,1.95,1.88
2019-2020,17/08/19,15:00:00,Southampton,Liverpool,1,2,A,0,1,A,A Marriner,14,15,3,6,5,9,10,6,2,1,0,0,6.5,4.75,1.44,1.66,2.2,7.5,4.9,1.52,6.77,4.67,1.47,1.7,2.38,1.64,2.28
2019-2020,17/08/19,17:30:00,Man City,Tottenham,2,2,D,2,1,H,M Oliver,30,3,10,2,13,2,14,4,1,0,0,0,1.36,5.25,8,1.53,2.5,1.4,5.5,9,1.36,5.32,8.46,1.56,2.69,1.52,2.55
2019-2020,18/08/19,14:00:00,Sheffield United,Crystal Palace,1,0,H,0,0,D,D Coote,15,6,3,4,8,4,16,11,3,1,0,0,2.55,3.1,2.9,2.3,1.61,2.65,3.35,3.1,2.57,3.19,2.95,2.45,1.66,2.37,1.6
2019-2020,18/08/19,16:30:00,Chelsea,Leicester,1,1,D,1,0,H,O Langford,14,12,5,3,4,5,9,14,1,0,0,0,1.7,3.75,5,1.9,1.9,1.77,4,5.35,1.73,3.77,5.07,2.02,1.92,1.96,1.86
2019-2020,19/08/19,20:00:00,Wolves,Man United,1,1,D,0,1,A,J Moss,6,9,2,2,4,6,17,8,2,2,0,0,3.3,3.3,2.25,2.1,1.72,3.41,3.4,2.35,3.32,3.28,2.3,2.19,1.78,2.12,1.74
2019-2020,23/08/19,20:00:00,Aston Villa,Everton,2,0,H,1,0,H,M Oliver,7,12,3,1,0,6,10,18,2,3,0,0,3.25,3.5,2.15,1.72,2.1,3.26,3.72,2.35,3.16,3.5,2.27,1.85,2.22,1.79,2.05
2019-2020,24/08/19,12:30:00,Norwich,Chelsea,2,3,A,2,2,D,M Atkinson,6,23,5,8,1,8,9,9,1,1,0,0,4.33,3.75,1.8,1.53,2.5,4.4,4.07,1.87,4.18,3.92,1.83,1.59,2.55,1.56,2.44
2019-2020,24/08/19,15:00:00,Brighton,Southampton,0,2,A,0,0,D,K Friend,12,12,3,4,8,5,9,10,1,3,1,0,2.4,3.3,3,2.1,1.72,2.55,3.4,3.2,2.43,3.25,3.08,2.2,1.81,2.1,1.75
2019-2020,24/08/19,15:00:00,Man United,Crystal Palace,1,2,A,0,1,A,P Tierney,22,5,3,3,8,1,8,18,2,4,0,0,1.33,5.25,9,1.72,2.1,1.39,5.3,10.75,1.36,5.06,9.16,1.8,2.16,1.76,2.09
2019-2020,24/08/19,15:00:00,Sheffield United,Leicester,1,2,A,0,1,A,A Madley,8,10,3,2,7,4,11,6,1,0,0,0,3.3,3.3,2.25,2.3,1.61,3.6,3.34,2.32,3.45,3.23,2.26,2.38,1.67,2.3,1.63
2019-2020,24/08/19,15:00:00,Watford,West Ham,1,3,A,1,1,D,C Kavanagh,23,16,3,10,8,7,12,11,1,1,0,0,2.05,3.5,3.5,1.72,2.1,2.2,3.65,3.65,2.13,3.53,3.47,1.79,2.2,1.73,2.13
2019-2020,24/08/19,17:30:00,Liverpool,Arsenal,3,1,H,1,0,H,A Taylor,25,9,5,3,6,4,8,5,1,1,0,0,1.5,4.6,6,1.44,2.75,1.53,5,6.5,1.5,4.76,6.09,1.47,2.97,1.44,2.79
2019-2020,25/08/19,14:00:00,Bournemouth,Man City,1,3,A,1,2,A,A Marriner,10,19,7,5,4,5,7,13,1,3,0,0,15,7.5,1.16,1.36,3.2,17,8,1.22,14.52,7.28,1.19,1.4,3.3,1.37,3.08
2019-2020,25/08/19,16:30:00,Tottenham,Newcastle,0,1,A,0,1,A,M Dean,17,8,2,3,6,6,10,5,2,2,0,0,1.2,6.5,14,1.53,2.5,1.27,6.75,14,1.24,6.26,12.35,1.59,2.58,1.55,2.47
2019-2020,25/08/19,16:30:00,Wolves,Burnley,1,1,D,0,1,A,C Pawson,17,13,2,4,4,3,9,11,0,2,0,0,1.85,3.4,4.5,2.3,1.61,1.9,3.55,5.06,1.85,3.43,4.78,2.38,1.67,2.29,1.63
2019-2020,31/08/19,12:30:00,Southampton,Man United,1,1,D,0,1,A,M Dean,10,21,2,8,2,3,17,7,1,2,1,0,3.8,3.3,2.05,1.9,1.9,3.9,3.48,2.15,3.75,3.38,2.1,1.94,2.05,1.9,1.94
2019-2020,31/08/19,15:00:00,Chelsea,Sheffield United,2,2,D,2,0,H,S Attwell,13,8,5,2,3,4,6,11,0,1,0,0,1.36,4.75,9,1.72,2.1,1.4,5.3,10.75,1.36,4.98,9.53,1.77,2.2,1.73,2.13
2019-2020,31/08/19,15:00:00,Crystal Palace,Aston Villa,1,0,H,0,0,D,K Friend,22,10,5,2,13,2,15,16,2,4,0,1,2.15,3.3,3.5,1.9,1.9,2.27,3.46,3.6,2.21,3.38,3.43,2.03,1.92,1.97,1.86
2019-2020,31/08/19,15:00:00,Leicester,Bournemouth,3,1,H,2,1,H,P Bankes,13,8,5,2,4,5,9,11,1,3,0,0,1.7,4,4.75,1.66,2.2,1.77,4.12,5,1.72,4.02,4.81,1.7,2.33,1.65,2.26
2019-2020,31/08/19,15:00:00,Man City,Brighton,4,0,H,2,0,H,J Moss,15,6,6,2,8,1,10,6,1,1,0,0,1.08,10,26,1.3,3.5,1.1,13.01,36,1.09,11.73,30.92,1.32,3.82,1.3,3.53
2019-2020,31/08/19,15:00:00,Newcastle,Watford,1,1,D,1,1,D,G Scott,13,13,5,3,6,5,5,11,2,3,0,0,2.5,3.25,2.87,2,1.8,2.73,3.32,3,2.63,3.24,2.86,2.2,1.83,2.08,1.77
2019-2020,31/08/19,15:00:00,West Ham,Norwich,2,0,H,1,0,H,P Tierney,18,8,8,3,8,2,16,10,2,1,0,0,1.85,3.9,3.9,1.44,2.75,1.94,4.03,4.1,1.89,3.91,3.92,1.53,2.79,1.48,2.64
2019-2020,31/08/19,17:30:00,Burnley,Liverpool,0,3,A,0,2,A,C Kavanagh,7,15,2,7,6,4,10,16,0,0,0,0,9.5,5.5,1.3,1.61,2.3,11,5.7,1.37,9.45,5.43,1.33,1.65,2.4,1.61,2.33
2019-2020,01/09/19,14:00:00,Everton,Wolves,3,2,H,2,1,H,A Taylor,15,8,6,5,7,7,12,12,1,4,0,1,2.2,3.25,3.5,2.2,1.66,2.22,3.4,3.85,2.17,3.29,3.65,2.4,1.7,2.25,1.66
2019-2020,01/09/19,16:30:00,Arsenal,Tottenham,2,2,D,1,2,A,M Atkinson,26,13,8,9,11,6,13,19,3,5,0,0,2.37,3.6,2.8,1.57,2.37,2.43,3.75,3,2.38,3.63,2.9,1.6,2.52,1.57,2.4
2019-2020,14/09/19,12:30:00,Liverpool,Newcastle,3,1,H,2,1,H,A Marriner,21,8,9,1,10,1,5,4,0,0,0,0,1.14,8.5,17,1.4,3,1.18,9.15,23,1.15,8.27,19.45,1.45,3.05,1.42,2.89
2019-2020,14/09/19,15:00:00,Brighton,Burnley,1,1,D,0,0,D,M Oliver,14,7,5,1,3,6,13,7,0,2,0,0,2.15,3.3,3.5,2.1,1.72,2.2,3.42,3.8,2.15,3.34,3.62,2.2,1.81,2.09,1.76
2019-2020,14/09/19,15:00:00,Man United,Leicester,1,0,H,1,0,H,M Atkinson,10,9,5,3,3,9,14,14,1,2,0,0,1.95,3.5,4,1.9,1.9,2,3.8,4.5,1.94,3.55,4.12,1.91,2.07,1.85,1.98
2019-2020,14/09/19,15:00:00,Sheffield United,Southampton,0,1,A,0,0,D,L Mason,17,11,4,7,12,6,10,7,1,1,1,0,2.45,3.2,3,2.1,1.72,2.55,3.35,3.15,2.46,3.26,3.06,2.25,1.76,2.18,1.7
2019-2020,14/09/19,15:00:00,Tottenham,Crystal Palace,4,0,H,4,0,H,C Pawson,13,11,5,6,4,3,19,11,4,2,0,0,1.36,5.25,8,1.61,2.3,1.45,5.25,9,1.39,5,8.24,1.7,2.36,1.64,2.28
2019-2020,14/09/19,15:00:00,Wolves,Chelsea,2,5,A,0,3,A,G Scott,11,15,4,6,7,5,8,11,1,2,0,0,2.9,3.3,2.5,1.9,1.9,3.07,3.43,2.6,2.97,3.36,2.46,2.02,1.91,1.97,1.86
2019-2020,14/09/19,17:30:00,Norwich,Man City,3,2,H,2,1,H,K Friend,7,25,3,8,3,16,8,7,3,1,0,0,15,9,1.14,1.22,4.33,21,9.85,1.18,17.04,9.03,1.15,1.25,4.38,1.23,4.15
2019-2020,15/09/19,14:00:00,Bournemouth,Everton,3,1,H,1,1,D,P Tierney,13,14,6,5,7,7,5,14,0,4,0,0,2.9,3.5,2.4,1.72,2.1,3.1,3.55,2.5,3.01,3.48,2.37,1.8,2.17,1.75,2.1
2019-2020,15/09/19,16:30:00,Watford,Arsenal,2,2,D,0,2,A,A Taylor,31,10,7,4,7,1,14,4,3,3,0,0,3.6,3.6,2,1.57,2.37,3.9,3.9,2.08,3.64,3.74,2.01,1.61,2.56,1.57,2.41
2019-2020,16/09/19,20:00:00,Aston Villa,West Ham,0,0,D,0,0,D,M Dean,10,13,5,1,2,4,13,12,2,1,0,1,2.62,3.5,2.6,1.61,2.3,2.7,3.67,2.7,2.64,3.56,2.63,1.67,2.42,1.62,2.31
2019-2020,20/09/19,20:00:00,Southampton,Bournemouth,1,3,A,0,2,A,C Kavanagh,25,6,6,3,4,5,8,9,1,3,0,0,2.05,3.6,3.5,1.66,2.2,2.17,3.7,3.7,2.1,3.62,3.5,1.75,2.31,1.69,2.21
2019-2020,21/09/19,12:30:00,Leicester,Tottenham,2,1,H,0,1,A,P Tierney,16,11,7,4,8,2,16,13,1,2,0,0,2.87,3.5,2.37,1.8,2,2.95,3.6,2.55,2.87,3.5,2.45,1.85,2.11,1.79,2.04
2019-2020,21/09/19,15:00:00,Burnley,Norwich,2,0,H,2,0,H,D Coote,13,11,6,2,7,3,11,10,0,1,0,0,2,3.8,3.5,1.66,2.2,2.05,3.9,3.8,1.99,3.76,3.67,1.71,2.3,1.67,2.22
2019-2020,21/09/19,15:00:00,Everton,Sheffield United,0,2,A,0,1,A,S Hooper,16,2,3,1,12,3,9,9,1,3,0,0,1.61,3.75,6,2,1.8,1.71,4,6,1.67,3.8,5.58,2.08,1.86,2.03,1.81
2019-2020,21/09/19,15:00:00,Man City,Watford,8,0,H,5,0,H,M Dean,28,5,11,4,5,4,5,9,2,2,0,0,1.1,11,21,1.25,4,1.13,11.5,31,1.11,10.24,23.21,1.29,4.2,1.25,3.91
2019-2020,21/09/19,17:30:00,Newcastle,Brighton,0,0,D,0,0,D,M Atkinson,11,16,4,3,5,3,12,8,2,1,0,0,2.5,3.2,3,2.3,1.61,2.55,3.28,3.2,2.5,3.16,3.07,2.41,1.67,2.35,1.61
2019-2020,22/09/19,14:00:00,Crystal Palace,Wolves,1,1,D,0,0,D,S Attwell,13,14,4,4,6,7,7,10,2,1,0,1,2.62,3.1,2.87,2.37,1.57,2.7,3.2,3,2.64,3.11,2.93,2.45,1.63,2.37,1.59
2019-2020,22/09/19,14:00:00,West Ham,Man United,2,0,H,1,0,H,A Taylor,8,9,6,3,3,7,8,9,2,2,0,0,3.1,3.6,2.2,1.66,2.2,3.45,3.72,2.28,3.24,3.59,2.21,1.76,2.31,1.69,2.2
2019-2020,22/09/19,16:30:00,Arsenal,Aston Villa,3,2,H,0,1,A,J Moss,21,14,6,9,9,4,13,15,5,1,1,0,1.4,4.75,8,1.44,2.75,1.45,5.05,8.25,1.42,4.9,7.49,1.48,2.88,1.45,2.77
2019-2020,22/09/19,16:30:00,Chelsea,Liverpool,1,2,A,0,2,A,M Oliver,13,6,2,3,6,4,8,13,3,3,0,0,3.5,3.75,2,1.57,2.37,3.75,3.83,2.1,3.58,3.69,2.04,1.63,2.45,1.59,2.37
2019-2020,28/09/19,12:30:00,Sheffield United,Liverpool,0,1,A,0,0,D,A Taylor,12,16,2,4,6,5,8,4,1,1,0,0,9,5.25,1.33,1.61,2.3,10,5.4,1.39,8.9,5.17,1.36,1.67,2.4,1.62,2.32
2019-2020,28/09/19,15:00:00,Aston Villa,Burnley,2,2,D,1,0,H,L Mason,16,10,3,3,7,3,10,16,1,4,0,0,2.3,3.4,3.1,1.9,1.9,2.45,3.47,3.18,2.38,3.38,3.08,1.96,2,1.91,1.92
2019-2020,28/09/19,15:00:00,Bournemouth,West Ham,2,2,D,1,1,D,S Attwell,13,17,5,6,6,6,7,8,3,1,0,0,2.5,3.5,2.75,1.57,2.37,2.58,3.65,2.9,2.48,3.56,2.79,1.61,2.55,1.57,2.41
2019-2020,28/09/19,15:00:00,Chelsea,Brighton,2,0,H,0,0,D,C Kavanagh,24,8,10,1,5,2,5,13,2,3,0,0,1.4,4.75,8,1.66,2.2,1.47,4.8,8.5,1.44,4.64,7.64,1.69,2.36,1.65,2.27
2019-2020,28/09/19,15:00:00,Crystal Palace,Norwich,2,0,H,1,0,H,J Moss,15,10,3,3,5,5,14,10,3,1,0,0,1.9,3.75,3.75,1.72,2.1,2,3.85,4,1.94,3.75,3.88,1.8,2.23,1.72,2.14
2019-2020,28/09/19,15:00:00,Tottenham,Southampton,2,1,H,2,1,H,G Scott,9,14,4,6,6,6,5,16,0,2,1,0,1.4,4.75,8,1.57,2.37,1.49,4.8,8.18,1.44,4.67,7.61,1.64,2.42,1.61,2.35
2019-2020,28/09/19,15:00:00,Wolves,Watford,2,0,H,1,0,H,P Tierney,6,14,2,5,1,6,5,6,0,1,0,0,1.85,3.4,4.5,1.9,1.9,1.95,3.6,4.7,1.89,3.49,4.46,2.1,1.92,1.99,1.84
2019-2020,28/09/19,17:30:00,Everton,Man City,1,3,A,1,1,D,M Oliver,12,20,8,9,5,2,4,8,2,2,0,0,10,5.5,1.3,1.5,2.62,11,6.35,1.33,9.84,5.86,1.3,1.5,2.8,1.47,2.69
2019-2020,29/09/19,16:30:00,Leicester,Newcastle,5,0,H,1,0,H,C Pawson,13,3,5,0,9,0,12,9,1,1,0,1,1.5,4,7.5,2,1.8,1.56,4.21,7.6,1.53,4.09,7.06,2.15,1.82,2.08,1.77
2019-2020,30/09/19,20:00:00,Man United,Arsenal,1,1,D,1,0,H,K Friend,16,10,4,5,8,7,18,13,4,2,0,0,2.37,3.5,2.9,1.61,2.3,2.43,3.65,3.15,2.36,3.53,2.99,1.68,2.39,1.63,2.28
2019-2020,05/10/19,12:30:00,Brighton,Tottenham,3,0,H,2,0,H,J Moss,17,8,6,3,4,4,11,7,2,1,0,0,3.9,3.6,1.9,1.72,2.1,4.1,3.75,2.02,3.9,3.63,1.96,1.85,2.18,1.76,2.09
2019-2020,05/10/19,15:00:00,Burnley,Everton,1,0,H,0,0,D,G Scott,9,11,3,2,7,9,5,12,2,1,0,1,2.87,3.3,2.5,2.1,1.72,3.05,3.37,2.65,2.93,3.3,2.52,2.2,1.79,2.12,1.74
2019-2020,05/10/19,15:00:00,Liverpool,Leicester,2,1,H,1,0,H,C Kavanagh,18,2,8,1,4,6,9,17,1,4,0,0,1.44,4.75,7,1.57,2.37,1.5,4.85,7.7,1.46,4.66,7,1.65,2.45,1.61,2.34
2019-2020,05/10/19,15:00:00,Norwich,Aston Villa,1,5,A,0,2,A,A Madley,21,22,5,12,10,6,14,17,1,3,0,0,2.37,3.6,2.8,1.57,2.37,2.5,3.75,2.95,2.41,3.6,2.85,1.63,2.52,1.57,2.43
2019-2020,05/10/19,15:00:00,Watford,Sheffield United,0,0,D,0,0,D,A Marriner,8,9,2,3,7,7,7,6,0,2,0,0,2.05,3.4,3.6,2,1.8,2.25,3.5,3.75,2.14,3.38,3.58,2.1,1.89,2,1.84
2019-2020,05/10/19,17:30:00,West Ham,Crystal Palace,1,2,A,0,0,D,M Oliver,9,7,4,4,2,2,11,7,3,2,0,0,1.95,3.6,3.8,1.8,2,2.05,3.7,4,2,3.58,3.8,1.9,2.09,1.83,2
2019-2020,06/10/19,14:00:00,Arsenal,Bournemouth,1,0,H,1,0,H,M Atkinson,12,10,2,2,14,5,12,6,1,2,0,0,1.44,4.75,7,1.33,3.4,1.5,5.2,7.2,1.45,4.97,6.68,1.4,3.41,1.35,3.2
2019-2020,06/10/19,14:00:00,Man City,Wolves,0,2,A,0,0,D,C Pawson,18,7,2,2,9,1,11,14,5,2,0,0,1.12,9,21,1.36,3.2,1.14,10.5,28,1.13,9.26,21.61,1.41,3.2,1.38,3.08
2019-2020,06/10/19,14:00:00,Southampton,Chelsea,1,4,A,1,3,A,P Tierney,10,13,3,7,3,4,8,15,0,1,0,0,4,3.8,1.85,1.72,2.1,4.3,4,1.93,4.02,3.84,1.87,1.75,2.25,1.7,2.18
2019-2020,06/10/19,16:30:00,Newcastle,Man United,1,0,H,0,0,D,M Dean,12,12,2,3,4,6,12,10,3,3,0,0,4.5,3.5,1.85,2.2,1.66,4.6,3.55,1.95,4.42,3.44,1.9,2.23,1.76,2.16,1.71
2019-2020,19/10/19,12:30:00,Everton,West Ham,2,0,H,1,0,H,P Tierney,19,8,10,4,11,2,15,15,2,2,0,0,1.95,3.75,3.75,1.72,2.1,2.02,3.9,4,1.97,3.71,3.81,1.8,2.22,1.72,2.14
2019-2020,19/10/19,15:00:00,Aston Villa,Brighton,2,1,H,1,1,D,D Coote,24,20,8,5,7,5,9,17,1,2,0,1,2.35,3.4,3,1.8,2,2.45,3.55,3.15,2.38,3.43,3.05,1.87,2.1,1.82,2.01
2019-2020,19/10/19,15:00:00,Bournemouth,Norwich,0,0,D,0,0,D,L Mason,11,10,2,1,6,7,8,11,1,3,0,0,1.72,4.2,4.2,1.4,3,1.78,4.6,4.5,1.73,4.33,4.35,1.45,3.1,1.41,2.94
